DeviceTag: nicolashumerus_l,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2023-06-12 11:03:02.574,© Movella Technologies B.V. 2005-2023
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
23051097,0.1359,-0.6878,-0.1089,-0.7047,-0.0169,-0.0308,-0.1116,0
23051264,0.1359,-0.6878,-0.1089,-0.7047,-0.0053,-0.0303,-0.0942,0
23051430,0.1359,-0.6878,-0.1089,-0.7047,-0.0115,-0.0136,-0.0896,0
23051597,0.1359,-0.6878,-0.1089,-0.7047,-0.0025,-0.0098,-0.1059,0
23051764,0.1359,-0.6878,-0.1089,-0.7047,-0.0226,-0.0240,-0.0963,0
23051931,0.1359,-0.6878,-0.1089,-0.7047,-0.0152,-0.0002,-0.1073,0
23052097,0.1359,-0.6878,-0.1089,-0.7047,-0.0101,-0.0061,-0.1126,0
23052264,0.1358,-0.6878,-0.1089,-0.7047,-0.0131,0.0070,-0.1065,0
23052431,0.1358,-0.6878,-0.1089,-0.7047,-0.0000,-0.0172,-0.1066,0
23052597,0.1358,-0.6878,-0.1089,-0.7047,-0.0069,-0.0085,-0.0952,0
23052764,0.1358,-0.6878,-0.1089,-0.7047,-0.0100,-0.0101,-0.1137,0
23052931,0.1358,-0.6878,-0.1089,-0.7047,-0.0251,-0.0068,-0.1028,0
23053097,0.1358,-0.6878,-0.1089,-0.7047,-0.0111,-0.0102,-0.1210,0
23053264,0.1358,-0.6878,-0.1089,-0.7047,-0.0078,-0.0074,-0.0768,0
23053431,0.1358,-0.6878,-0.1089,-0.7047,-0.0074,-0.0123,-0.0828,0
23053597,0.1358,-0.6878,-0.1089,-0.7047,-0.0376,0.0094,-0.1323,0
23053764,0.1358,-0.6878,-0.1089,-0.7047,0.0177,0.0076,-0.1042,0
23053931,0.1358,-0.6878,-0.1089,-0.7047,-0.0164,-0.0071,-0.0833,0
23054097,0.1358,-0.6878,-0.1089,-0.7047,0.0071,-0.0088,-0.0992,0
23054264,0.1358,-0.6878,-0.1089,-0.7047,-0.0178,-0.0028,-0.1159,0
23054431,0.1358,-0.6878,-0.1089,-0.7047,0.0030,0.0052,-0.0994,0
23054597,0.1358,-0.6878,-0.1089,-0.7047,-0.0241,0.0097,-0.1045,0
23054764,0.1358,-0.6878,-0.1089,-0.7047,-0.0108,-0.0123,-0.1128,0
23054931,0.1358,-0.6878,-0.1089,-0.7047,-0.0019,0.0067,-0.1088,0
23055097,0.1358,-0.6878,-0.1089,-0.7047,-0.0051,0.0147,-0.1011,0
23055264,0.1358,-0.6878,-0.1089,-0.7047,-0.0074,-0.0017,-0.0998,0
23055431,0.1358,-0.6878,-0.1089,-0.7047,-0.0183,0.0003,-0.1185,0
23055597,0.1358,-0.6878,-0.1089,-0.7047,-0.0299,0.0097,-0.1192,0
23055764,0.1358,-0.6878,-0.1089,-0.7047,-0.0006,-0.0125,-0.0899,0
23055931,0.1358,-0.6878,-0.1089,-0.7047,-0.0350,-0.0461,-0.0979,0
23056097,0.1359,-0.6880,-0.1089,-0.7045,-0.0060,-0.0116,-0.0940,0
23056264,0.1359,-0.6880,-0.1089,-0.7046,-0.0181,0.0041,-0.1127,0
23056431,0.1359,-0.6880,-0.1089,-0.7045,0.0254,0.0080,-0.1026,0
23056597,0.1359,-0.6880,-0.1089,-0.7046,-0.0334,-0.0357,-0.0958,0
23056764,0.1359,-0.6880,-0.1089,-0.7045,0.0024,-0.0310,-0.1191,0
23056931,0.1359,-0.6880,-0.1089,-0.7046,-0.0311,-0.0182,-0.1093,0
23057097,0.1359,-0.6880,-0.1089,-0.7045,0.0223,0.0027,-0.1048,0
23057264,0.1359,-0.6880,-0.1089,-0.7045,-0.0407,-0.0023,-0.0826,0
23057431,0.1359,-0.6880,-0.1089,-0.7045,0.0282,-0.0484,-0.1025,0
23057597,0.1359,-0.6880,-0.1089,-0.7046,-0.0392,-0.0100,-0.1290,0
23057764,0.1359,-0.6880,-0.1089,-0.7046,-0.0003,0.0026,-0.1215,0
23057931,0.1358,-0.6880,-0.1089,-0.7046,-0.0226,-0.0475,-0.0553,0
23058097,0.1358,-0.6880,-0.1088,-0.7046,0.0122,-0.0058,-0.0915,0
23058264,0.1358,-0.6880,-0.1088,-0.7046,-0.0072,-0.0060,-0.1126,0
23058431,0.1358,-0.6879,-0.1088,-0.7046,0.0149,-0.0024,-0.1060,0
23058597,0.1358,-0.6880,-0.1088,-0.7046,-0.0363,-0.0061,-0.1097,0
23058764,0.1358,-0.6879,-0.1088,-0.7046,0.0039,-0.0068,-0.1095,0
23058931,0.1358,-0.6879,-0.1089,-0.7046,-0.0242,-0.0183,-0.1168,0
23059097,0.1358,-0.6879,-0.1088,-0.7046,0.0134,-0.0134,-0.1017,0
23059264,0.1358,-0.6879,-0.1088,-0.7046,-0.0228,-0.0163,-0.1132,0
23059431,0.1358,-0.6879,-0.1088,-0.7046,0.0123,0.0049,-0.1137,0
23059597,0.1358,-0.6880,-0.1088,-0.7046,-0.0064,-0.0068,-0.0944,0
23059764,0.1358,-0.6879,-0.1088,-0.7046,0.0096,-0.0056,-0.1096,0
23059931,0.1358,-0.6880,-0.1089,-0.7046,-0.0131,-0.0209,-0.1022,0
23060097,0.1358,-0.6879,-0.1089,-0.7046,-0.0040,-0.0055,-0.0763,0
23060264,0.1358,-0.6879,-0.1089,-0.7046,-0.0021,-0.0086,-0.1231,0
23060431,0.1358,-0.6879,-0.1089,-0.7046,-0.0149,-0.0259,-0.0977,0
23060597,0.1358,-0.6879,-0.1089,-0.7046,0.0019,-0.0110,-0.1000,0
23060764,0.1358,-0.6879,-0.1089,-0.7046,-0.0065,-0.0056,-0.1078,0
23060931,0.1358,-0.6879,-0.1089,-0.7046,-0.0124,-0.0097,-0.1077,0
23061097,0.1358,-0.6879,-0.1089,-0.7046,-0.0097,-0.0115,-0.1025,0
23061264,0.1358,-0.6879,-0.1089,-0.7046,-0.0027,-0.0181,-0.1064,0
23061431,0.1358,-0.6879,-0.1089,-0.7046,0.0114,-0.0088,-0.0990,0
23061597,0.1358,-0.6880,-0.1088,-0.7046,-0.0285,-0.0027,-0.1032,0
23061764,0.1358,-0.6879,-0.1088,-0.7046,-0.0142,0.0047,-0.0992,0
23061931,0.1358,-0.6880,-0.1088,-0.7046,0.0147,0.0047,-0.1134,0
23062097,0.1358,-0.6880,-0.1088,-0.7046,-0.0131,-0.0189,-0.0963,0
23062264,0.1358,-0.6880,-0.1088,-0.7046,0.0053,-0.0165,-0.1130,0
23062431,0.1358,-0.6880,-0.1088,-0.7046,-0.0150,-0.0134,-0.0990,0
23062597,0.1358,-0.6879,-0.1088,-0.7046,-0.0057,0.0011,-0.0914,0
23062764,0.1358,-0.6880,-0.1088,-0.7046,-0.0075,-0.0047,-0.0976,0
23062931,0.1358,-0.6880,-0.1088,-0.7046,0.0309,0.0016,-0.1074,0
23063097,0.1358,-0.6880,-0.1087,-0.7046,0.0231,0.0017,-0.1002,0
23063264,0.1358,-0.6880,-0.1087,-0.7046,0.0044,0.0102,-0.1040,0
23063431,0.1358,-0.6880,-0.1087,-0.7046,0.0190,-0.0002,-0.1169,0
23063597,0.1357,-0.6880,-0.1088,-0.7046,0.0072,-0.0104,-0.0918,0
23063764,0.1357,-0.6880,-0.1087,-0.7046,0.0192,0.0095,-0.1269,0
23063931,0.1357,-0.6880,-0.1087,-0.7046,-0.0216,-0.0097,-0.1031,0
23064097,0.1358,-0.6880,-0.1088,-0.7046,0.0113,-0.0022,-0.0915,0
23064264,0.1358,-0.6880,-0.1088,-0.7046,-0.0058,-0.0055,-0.0971,0
23064431,0.1357,-0.6880,-0.1088,-0.7046,0.0049,-0.0019,-0.1086,0
23064597,0.1357,-0.6880,-0.1088,-0.7046,-0.0109,-0.0094,-0.0998,0
23064764,0.1357,-0.6880,-0.1088,-0.7046,0.0044,0.0130,-0.1016,0
23064931,0.1358,-0.6879,-0.1088,-0.7046,-0.0092,-0.0029,-0.0989,0
23065097,0.1357,-0.6879,-0.1088,-0.7046,0.0039,-0.0018,-0.1123,0
23065264,0.1357,-0.6879,-0.1088,-0.7046,-0.0138,-0.0102,-0.0937,0
23065431,0.1357,-0.6880,-0.1087,-0.7046,0.0264,-0.0012,-0.1041,0
23065597,0.1357,-0.6880,-0.1087,-0.7046,-0.0073,-0.0118,-0.1026,0
23065764,0.1357,-0.6880,-0.1087,-0.7046,-0.0164,-0.0133,-0.1076,0
23065931,0.1357,-0.6880,-0.1087,-0.7046,-0.0164,-0.0115,-0.0930,0
23066097,0.1357,-0.6880,-0.1087,-0.7046,0.0004,-0.0156,-0.0925,0
23066264,0.1357,-0.6880,-0.1087,-0.7046,-0.0060,-0.0143,-0.1074,0
23066431,0.1357,-0.6880,-0.1087,-0.7046,0.0071,-0.0127,-0.1001,0
23066597,0.1357,-0.6880,-0.1087,-0.7046,0.0184,0.0178,-0.0931,0
23066764,0.1357,-0.6879,-0.1087,-0.7046,-0.0095,0.0076,-0.1152,0
23066931,0.1357,-0.6879,-0.1087,-0.7046,0.0014,-0.0155,-0.0997,0
23067097,0.1357,-0.6879,-0.1087,-0.7046,0.0133,-0.0013,-0.1045,0
23067264,0.1357,-0.6879,-0.1087,-0.7046,-0.0008,-0.0136,-0.1019,0
23067431,0.1357,-0.6879,-0.1087,-0.7046,-0.0025,0.0030,-0.1104,0
23067597,0.1357,-0.6879,-0.1087,-0.7046,0.0068,-0.0071,-0.1016,0
23067764,0.1357,-0.6879,-0.1087,-0.7046,0.0032,-0.0084,-0.0970,0
23067931,0.1357,-0.6879,-0.1087,-0.7046,0.0035,-0.0032,-0.1044,0
23068097,0.1357,-0.6879,-0.1087,-0.7046,-0.0238,-0.0053,-0.1023,0
23068264,0.1357,-0.6879,-0.1087,-0.7046,-0.0268,-0.0093,-0.1121,0
23068431,0.1357,-0.6879,-0.1087,-0.7046,-0.0066,-0.0199,-0.1117,0
23068598,0.1357,-0.6880,-0.1087,-0.7046,-0.0143,-0.0033,-0.0753,0
23068764,0.1357,-0.6879,-0.1087,-0.7047,-0.0100,-0.0084,-0.1323,0
23068931,0.1357,-0.6880,-0.1087,-0.7046,-0.0045,-0.0064,-0.0724,0
23069098,0.1357,-0.6879,-0.1087,-0.7047,0.0035,0.0013,-0.0894,0
23069264,0.1357,-0.6880,-0.1087,-0.7046,-0.0007,0.0031,-0.1303,0
23069431,0.1357,-0.6879,-0.1087,-0.7046,-0.0249,-0.0080,-0.0965,0
23069598,0.1357,-0.6880,-0.1087,-0.7046,0.0007,0.0007,-0.1193,0
23069764,0.1357,-0.6879,-0.1087,-0.7046,-0.0358,-0.0136,-0.0921,0
23069931,0.1357,-0.6880,-0.1087,-0.7046,0.0021,0.0060,-0.1146,0
23070098,0.1357,-0.6879,-0.1087,-0.7046,-0.0219,-0.0263,-0.1072,0
23070264,0.1357,-0.6880,-0.1087,-0.7046,-0.0065,-0.0019,-0.1006,0
23070431,0.1357,-0.6879,-0.1087,-0.7046,-0.0155,-0.0004,-0.1105,0
23070598,0.1357,-0.6880,-0.1087,-0.7046,-0.0133,-0.0193,-0.0903,0
23070764,0.1357,-0.6879,-0.1087,-0.7046,-0.0093,-0.0038,-0.1190,0
23070931
23071098
23071264
23071431
23071598
23071764
23071931
