PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
174, 1292361740, 0.7214128, 0.6193806, 0.01453107, 0.30938697, -0.19777353, -0.18618764, -0.35546398, 0
175, 1292378407, 0.72367173, 0.6214592, 0.025224438, 0.29908493, -0.15130533, -0.17320108, -0.05149746, 0
176, 1292395074, 0.7258166, 0.62331575, 0.036194377, 0.2887176, -0.29209617, 0.0226888, -0.47776985, 0
177, 1292411741, 0.72669435, 0.62629676, 0.047648523, 0.27820435, -0.42956743, -0.108331814, -0.45783424, 0
178, 1292428408, 0.7270495, 0.62942404, 0.059066214, 0.26783544, -0.45826167, -0.12006222, -0.1322174, 0
179, 1292445075, 0.72725415, 0.63229245, 0.07029712, 0.25761634, -0.57468915, -0.21569403, 0.095807076, 0
180, 1292461742, 0.7275318, 0.6347443, 0.08100163, 0.24745905, -0.5041292, -0.3313642, 0.49814415, 0
181, 1292478409, 0.72817016, 0.63646114, 0.09118171, 0.23742668, -0.33969215, -0.32648537, 0.5209627, 0
182, 1292495076, 0.7276315, 0.6391307, 0.10165936, 0.22744204, -0.4046715, -0.20249783, 0.6337557, 0
183, 1292511743, 0.725688, 0.64291054, 0.11221121, 0.21783443, -0.5801044, -0.050576065, 0.8613262, 0
184, 1292528410, 0.7223937, 0.6476979, 0.12241081, 0.20892721, -0.70161194, 0.114593305, 0.9805603, 0
185, 1292545077, 0.71850103, 0.65272236, 0.13184604, 0.20081484, -0.56789523, 0.06751611, 1.4349823, 0
186, 1292561744, 0.71546257, 0.6564416, 0.14031865, 0.19367124, -0.20330168, -0.09585174, 2.0470657, 0
187, 1292578411, 0.71457267, 0.65758026, 0.14769731, 0.18750983, 0.15965798, -0.28582257, 1.9134731, 0
188, 1292595078, 0.71525353, 0.65688777, 0.15442365, 0.18183638, 0.45525432, -0.27374303, 1.2495842, 0
189, 1292611745, 0.71711457, 0.6547999, 0.16091213, 0.17632714, 0.60795414, -0.18780944, 0.38725567, 0
190, 1292628412, 0.71861017, 0.65292275, 0.16778661, 0.17070182, 0.2309052, 0.14763746, -0.075056076, 0
191, 1292645079, 0.719084, 0.65204215, 0.17481926, 0.16491681, -0.12936024, -0.1413563, 0.47374249, 0
192, 1292661746, 0.7197174, 0.6509361, 0.18119402, 0.15955573, 0.007379951, -0.59112203, 0.84852314, 0
193, 1292678413, 0.7207143, 0.6493877, 0.18692626, 0.15467793, 0.014804269, -0.72661066, 0.7381773, 0
194, 1292695080, 0.7214212, 0.64829206, 0.19204518, 0.14962558, 0.24209727, -0.6441523, 1.2497597, 0
195, 1292711747, 0.7223438, 0.6477594, 0.19480672, 0.14379725, 0.111933276, -1.3693888, 5.0400085, 0
196, 1292728414, 0.7224371, 0.6482153, 0.19337647, 0.14320357, 1.2711843, 0.22886564, 12.487032, 0
197, 1292745081, 0.7325693, 0.6361422, 0.18914309, 0.1512957, 1.1143068, 1.269069, 3.198204, 0
198, 1292761748, 0.7356583, 0.6317435, 0.18900572, 0.15486744, -0.08628408, 0.5604888, -5.92789, 0
199, 1292778415, 0.7261553, 0.6423581, 0.19099918, 0.15360309, 0.10084648, -0.2673528, -2.482211, 0
200, 1292795082, 0.7219016, 0.647118, 0.19082719, 0.15388839, 1.0886822, -0.66007936, 4.123107, 0
201, 1292811749, 0.72751087, 0.6406608, 0.18771318, 0.1582578, 0.4427483, -0.606358, 3.4461565, 0
202, 1292828416, 0.7326686, 0.63468486, 0.18386783, 0.16298707, -0.5518596, -0.5356698, 0.3077793, 0
203, 1292845083, 0.7324259, 0.6350595, 0.18014662, 0.16673028, -0.14645228, -0.33725154, 0.8860264, 0
204, 1292861750, 0.73182756, 0.6357476, 0.17584756, 0.17126277, 0.47599977, -0.20254879, 2.1957598, 0
205, 1292878417, 0.73196185, 0.6354418, 0.17073521, 0.17690434, 0.0353431, -0.20319295, 1.4472075, 0
206, 1292895084, 0.73082435, 0.6366397, 0.1649157, 0.18272611, -0.05434796, -0.08415174, 1.2317181, 0
207, 1292911751, 0.7288523, 0.63868684, 0.15839316, 0.18911709, 0.03070051, -0.17590201, 1.9273491, 0
208, 1292928418, 0.7274967, 0.63982606, 0.15113243, 0.1962913, 0.0017423952, -0.20995958, 2.3587885, 0
209, 1292945085, 0.72714204, 0.63960946, 0.1429751, 0.2042608, 0.09518914, -0.20656575, 1.8064156, 0
210, 1292961752, 0.72711414, 0.6388739, 0.1341688, 0.21247174, 0.087980956, -0.25422767, 1.3243303, 0
211, 1292978419, 0.7279031, 0.6369577, 0.1247183, 0.22110511, -0.14109243, -0.17671381, 1.5777054, 0
212, 1292995086, 0.7296352, 0.633531, 0.11453165, 0.2305505, -0.37967005, -0.19774817, 1.5756493, 0
213, 1293011753, 0.73140746, 0.6295961, 0.10372817, 0.24060857, -0.4725929, -0.17037275, 0.91389465, 0
214, 1293028420, 0.7317234, 0.62687886, 0.09267388, 0.2510286, -0.38825235, -0.25483873, 0.735919, 0
215, 1293045087, 0.7311142, 0.6248197, 0.08126526, 0.261665, -0.32094327, -0.35042807, 1.0554476, 0
216, 1293061754, 0.7308485, 0.62188244, 0.069248945, 0.2726307, -0.2604383, -0.40110114, 0.9714184, 0
217, 1293078421, 0.7305526, 0.6185452, 0.05688704, 0.28365242, -0.39174244, -0.18533516, 0.36938286, 0
218, 1293095088, 0.7295772, 0.61557764, 0.044398103, 0.29463592, -0.59327257, -0.27037647, 0.23565483, 0
219, 1293111755, 0.7279435, 0.61282337, 0.0316062, 0.3058544, -0.79030865, -0.32517424, 0.373024, 0
220, 1293128422, 0.72595185, 0.60992515, 0.018362915, 0.31725097, -0.8306701, -0.3148229, 0.25650883, 0
221, 1293145089, 0.72361726, 0.6068833, 0.0047220006, 0.32870743, -0.7102424, -0.32023907, 0.08327198, 0
222, 1293161756, 0.72079504, 0.6038275, -0.009130944, 0.3402408, -0.72896904, -0.22909005, 0.07005596, 0
223, 1293178423, 0.718022, 0.60010725, -0.023410982, 0.35180625, -0.7721611, -0.22542801, 0.0074510574, 0
224, 1293195090, 0.7151349, 0.59582686, -0.038044922, 0.36349016, -0.8124581, -0.28927314, -0.17691612, 0
225, 1293211757, 0.7122012, 0.5908531, -0.053066183, 0.37529513, -0.6456424, -0.25057814, -0.46366787, 0
226, 1293228424, 0.7083566, 0.5863247, -0.06780128, 0.3871142, -0.6221387, -0.18601196, -0.49316597, 0
227, 1293245091, 0.70393485, 0.5818263, -0.08219269, 0.3989967, -0.68806434, -0.40417737, -0.40503883, 0
